RT,Accuracy,Condition,SubjectID,Subjects_session,Unique_Session,Noisetimes,Intertrial,Stimtime,Spatial_frequencies,Random_rotations,Speed_cutoff,Given_feedback,N200amplitudes,N200latencies,RemoveN200,RemoveRT,Training,Artifact
0.40039,1,4,148,1,13,0.575,1.9623,2.275,2.4,349.34,1,2,-79.044,0.17969,0,0,1,0
NaN,NaN,4,148,1,13,0.8,1.6221,2.7583,2.6,51.368,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.875,1.8038,2.65,2.4,209.26,1,1,NaN,NaN,1,1,1,0
0.61719,1,4,148,1,13,0.675,1.8202,2.3167,2.6,2.5116,0,0,-56.879,0.20801,0,0,1,0
NaN,NaN,4,148,1,13,0.85,1.7596,2.5833,2.4,19.564,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.825,1.5605,2.8083,2.4,33.949,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.8,1.7871,2.6,2.6,324.3,1,1,NaN,NaN,0,1,0,0
0.45215,1,4,148,1,13,0.85,1.6242,2.7667,2.6,152.54,1,2,-32.321,0.19531,0,0,1,0
0.41113,0,4,148,1,13,0.925,1.5402,2.8,2.6,269.93,1,1,-12.213,0.20801,0,0,1,0
NaN,NaN,4,148,1,13,0.575,1.9998,2.45,2.6,358.03,1,2,NaN,NaN,0,1,1,0
0.37988,0,4,148,1,13,0.525,1.8111,2.4833,2.4,65.804,1,1,-49.631,0.20703,0,0,1,0
NaN,NaN,4,148,1,13,0.575,1.5857,2.2583,2.4,123.93,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.5,1.662,2.2333,2.6,77.05,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.55,1.6117,2.5333,2.4,161.63,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.95,1.824,2.7,2.4,91.988,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.975,1.5565,2.5167,2.6,345.77,1,1,NaN,NaN,0,1,1,0
0.55664,1,4,148,1,13,0.725,1.7428,2.4333,2.6,2.1635,1,2,-26.944,0.24512,0,0,1,0
NaN,NaN,4,148,1,13,0.8,1.8259,2.5917,2.6,26.228,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.875,1.9806,2.6833,2.4,356.89,1,1,NaN,NaN,0,1,1,0
0.35645,0,4,148,1,13,0.825,1.8614,2.6167,2.6,311.95,1,1,-9.6975,0.20312,0,0,1,0
NaN,NaN,4,148,1,13,0.75,1.5882,2.2583,2.6,213.1,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.9,1.9764,2.8917,2.6,211.89,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.825,1.5977,2.5333,2.4,81.277,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.55,1.803,2.5,2.4,101.06,1,1,NaN,NaN,0,0,0,0
0.37598,0,4,148,1,13,0.8,1.8179,2.6583,2.4,209.36,1,1,-52.697,0.2666,0,0,1,0
NaN,NaN,4,148,1,13,0.825,1.628,2.5167,2.6,323.01,0,0,NaN,NaN,0,0,0,0
NaN,NaN,4,148,1,13,0.825,1.5133,2.725,2.6,29.129,1,1,NaN,NaN,0,0,0,0
0.51562,1,4,148,1,13,0.9,1.5891,2.8583,2.4,152.62,1,2,-36.572,0.26855,0,0,1,0
0.83398,1,4,148,1,13,0.775,1.9876,2.7417,2.4,112.52,0,0,-85.159,0.20801,0,0,1,0
NaN,NaN,4,148,1,13,0.775,1.7871,2.4667,2.4,148.46,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.85,1.5132,2.6833,2.4,109.12,1,1,NaN,NaN,0,1,1,0
0.35156,1,4,148,1,13,0.65,1.5193,2.6333,2.6,279.22,1,2,-25.634,0.1748,0,0,1,0
NaN,NaN,4,148,1,13,0.6,1.7191,2.4333,2.6,340.8,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.85,1.7519,2.8417,2.6,129.94,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.825,1.8144,2.7667,2.6,90.211,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.775,1.7875,2.5833,2.6,97.344,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.75,1.712,2.7333,2.4,27.164,1,1,NaN,NaN,1,0,1,0
NaN,NaN,4,148,1,13,0.725,1.7966,2.3167,2.6,338.42,1,1,NaN,NaN,0,1,0,0
0.41406,1,4,148,1,13,0.75,1.6503,2.65,2.6,84.538,1,2,-55.873,0.1875,0,0,1,0
NaN,NaN,4,148,1,13,0.825,1.5404,2.4667,2.6,5.1247,1,2,NaN,NaN,0,0,0,0
NaN,NaN,4,148,1,13,0.9,1.6867,2.7333,2.6,87.007,1,2,NaN,NaN,0,0,0,0
0.39062,1,4,148,1,13,0.625,1.6937,2.4417,2.4,297.4,1,2,-59.676,0.16797,0,0,1,0
NaN,NaN,4,148,1,13,0.5,1.9275,2.1667,2.4,251.2,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.975,1.6812,2.825,2.4,29.395,1,1,NaN,NaN,0,1,1,0
0.39844,1,4,148,1,13,0.975,1.5158,2.825,2.6,273.07,1,2,-3.358,0.20996,0,0,1,0
NaN,NaN,4,148,1,13,0.55,1.9165,2.4083,2.6,84.897,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.575,1.822,2.55,2.4,190.39,1,1,NaN,NaN,1,0,1,0
0.44434,0,4,148,1,13,0.5,1.5288,2.3583,2.4,316.38,1,1,-30.058,0.20117,0,0,1,0
NaN,NaN,4,148,1,13,0.925,1.6993,2.8,2.6,318.45,1,1,NaN,NaN,0,0,0,0
0.93848,0,4,148,1,13,0.875,1.5854,2.75,2.4,325.01,0,0,48.918,0.1543,0,0,1,0
NaN,NaN,4,148,1,13,0.6,1.9601,2.2,2.6,112.47,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.7,1.9517,2.2583,2.4,215.06,1,1,NaN,NaN,1,1,1,0
NaN,NaN,4,148,1,13,0.5,1.7461,2.1917,2.4,144.77,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.95,1.6584,2.6167,2.6,233.7,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.625,1.7081,2.5417,2.4,352.24,1,1,NaN,NaN,0,1,1,0
0.37695,1,4,148,1,13,0.65,1.6919,2.2083,2.4,28.377,1,2,-21.544,0.24805,0,0,1,0
0.52051,0,4,148,1,13,0.65,1.5932,2.475,2.4,186.47,1,1,-287.07,0.16309,0,0,1,0
NaN,NaN,4,148,1,13,0.75,1.5845,2.6417,2.6,218.52,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.75,1.9258,2.4583,2.6,44.009,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,1,1.9581,2.9417,2.6,93.985,1,2,NaN,NaN,0,1,0,0
0.43945,0,4,148,1,13,0.5,1.6899,2.3417,2.6,294.41,1,1,29.792,0.19629,0,0,1,0
NaN,NaN,4,148,1,13,0.5,1.7827,2.0417,2.6,122.12,1,1,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.95,1.5637,2.8917,2.4,17.953,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.975,1.9726,2.725,2.4,356.58,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.775,1.6852,2.6583,2.6,282.74,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.55,1.9018,2.325,2.6,42.187,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.825,1.7038,2.4583,2.6,216.59,1,2,NaN,NaN,0,1,0,0
NaN,NaN,4,148,1,13,0.575,1.6319,2.4417,2.4,50.028,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.55,1.5211,2.25,2.6,300.95,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.925,1.8969,2.5583,2.6,54.773,1,2,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.9,1.8709,2.8667,2.4,158.07,1,1,NaN,NaN,0,1,1,0
NaN,NaN,4,148,1,13,0.5,1.5536,2.15,2.4,150.29,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.85,1.5273,2.825,2.6,142.35,1,2,NaN,NaN,0,0,0,0
NaN,NaN,3,148,1,13,0.5,1.5582,2.35,2.4,263.54,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,148,1,13,0.6,1.9756,2.475,2.4,15.459,1,2,NaN,NaN,0,0,0,0
0.3623,0,3,148,1,13,0.8,1.7659,2.6167,2.6,258.12,1,1,-61.252,0.16797,0,0,1,0
NaN,NaN,3,148,1,13,0.85,1.983,2.8,2.6,110.63,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.775,1.6285,2.6417,2.6,182.77,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.7,1.8646,2.375,2.6,146.67,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.75,1.9844,2.7167,2.4,183.63,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.625,1.958,2.6,2.6,251.34,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.75,1.8551,2.3583,2.4,24.802,1,1,NaN,NaN,0,1,1,0
0.3877,0,3,148,1,13,0.55,1.8876,2.2417,2.4,321.61,1,1,-57.84,0.20703,0,0,1,0
NaN,NaN,3,148,1,13,0.95,1.8007,2.5083,2.4,292.23,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.75,1.7137,2.3917,2.6,113.9,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,1,1.9097,2.5667,2.4,119.59,1,1,NaN,NaN,1,1,0,0
NaN,NaN,3,148,1,13,0.725,1.8422,2.65,2.4,320.95,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.65,1.8589,2.2667,2.4,297.1,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.7,1.5731,2.225,2.6,8.7187,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.875,1.5999,2.6,2.4,176.58,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.875,1.8383,2.85,2.4,90.429,1,1,NaN,NaN,1,1,1,0
NaN,NaN,3,148,1,13,0.725,1.8109,2.25,2.6,40,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.975,1.7814,2.9583,2.4,6.4546,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.825,1.7354,2.6083,2.4,110.38,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.775,1.6076,2.425,2.6,220.73,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.75,1.857,2.4917,2.4,347.34,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.575,1.6466,2.4833,2.4,20.55,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.875,1.5922,2.7583,2.4,107.99,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.55,1.7733,2.5333,2.6,50.506,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.525,1.5814,2.4083,2.4,197.7,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.625,1.9204,2.225,2.4,41.404,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.6,1.848,2.3333,2.6,76.557,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.925,1.5462,2.5667,2.4,60.56,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,1,1.6646,2.5583,2.6,340.93,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.8,1.7917,2.5833,2.6,191.6,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.525,1.9159,2.475,2.6,198.13,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.55,1.9632,2.0917,2.6,236.99,1,2,NaN,NaN,1,1,1,0
NaN,NaN,3,148,1,13,0.5,1.7703,2.4917,2.4,184.95,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.75,1.9684,2.6417,2.6,206.97,1,2,NaN,NaN,1,1,1,0
NaN,NaN,3,148,1,13,0.775,1.8527,2.3583,2.4,324.69,1,1,NaN,NaN,1,1,1,0
NaN,NaN,3,148,1,13,0.875,1.7508,2.7833,2.6,329.66,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.925,1.9498,2.4583,2.4,359.45,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.8,1.5886,2.7833,2.6,171.49,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.8,1.6543,2.7917,2.4,318.17,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.575,1.7311,2.4833,2.6,42.246,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.525,1.8375,2.075,2.6,346.9,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.675,1.8748,2.675,2.6,348.18,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.725,1.9601,2.5,2.4,166.43,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.55,1.5851,2.2667,2.4,94.644,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.725,1.7588,2.425,2.4,132.94,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.8,1.5559,2.7917,2.4,181.59,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.65,1.8439,2.525,2.4,191.71,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.8,1.8932,2.7,2.6,165.76,1,1,NaN,NaN,0,0,0,0
NaN,NaN,3,148,1,13,0.5,1.7836,2.0667,2.4,256.17,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.775,1.5773,2.675,2.6,32.219,1,2,NaN,NaN,0,1,1,0
1.084,1,3,148,1,13,0.7,1.5682,2.4833,2.6,281.85,1,2,-36.874,0.21777,0,0,1,0
NaN,NaN,3,148,1,13,0.925,1.5492,2.7917,2.4,279.3,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.975,1.9589,2.9333,2.6,284.21,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.575,1.5749,2.575,2.6,75.513,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.725,1.6799,2.3333,2.6,290.9,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.65,1.6888,2.4667,2.4,86.002,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.675,1.7178,2.5083,2.4,356.56,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.975,1.6542,2.9,2.6,55.107,1,1,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.95,1.7188,2.5,2.6,131.44,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.925,1.9236,2.5,2.4,343.02,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.7,1.8331,2.5583,2.4,210.15,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.525,1.9826,2.3417,2.6,86.583,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.575,1.9972,2.125,2.6,356.51,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.5,1.5409,2.25,2.4,62.927,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.85,1.684,2.7583,2.4,275.76,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.775,1.8543,2.3083,2.4,291.9,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.675,1.5666,2.4917,2.4,39.723,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.525,1.9073,2.3,2.6,38.757,1,1,NaN,NaN,1,1,1,0
NaN,NaN,3,148,1,13,0.85,1.9109,2.7417,2.6,336.38,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.95,1.8398,2.6583,2.6,215.67,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.9,1.8353,2.525,2.6,69.978,1,2,NaN,NaN,0,1,0,0
NaN,NaN,3,148,1,13,0.85,1.7306,2.5,2.4,218.35,1,2,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.5,1.6472,2.375,2.4,42.926,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.75,1.7828,2.625,2.6,29.583,1,2,NaN,NaN,1,1,1,0
NaN,NaN,3,148,1,13,0.725,1.835,2.6917,2.4,155.77,1,1,NaN,NaN,1,0,1,0
NaN,NaN,3,148,1,13,0.625,1.9357,2.175,2.4,93.985,1,1,NaN,NaN,0,1,1,0
NaN,NaN,3,148,1,13,0.925,1.7487,2.7333,2.4,12.582,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.675,1.8318,2.3833,2.6,228.04,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,148,1,13,0.525,1.6877,2.3083,2.4,169.33,1,1,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.65,1.9449,2.5333,2.4,74.422,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.95,1.6474,2.8333,2.4,89.583,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.7,1.5567,2.425,2.4,241.22,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.6,1.643,2.4583,2.4,207.59,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.8,1.9211,2.3083,2.6,134.79,1,1,NaN,NaN,1,0,1,0
NaN,NaN,2,148,1,13,0.525,1.6055,2.0583,2.6,319.62,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.9,1.5538,2.7,2.4,143.2,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.975,1.9965,2.8083,2.6,221.06,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.8,1.6564,2.45,2.4,5.581,1,2,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.7,1.9075,2.4917,2.6,206.47,1,1,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.975,1.7127,2.7833,2.4,82.077,1,1,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.625,1.993,2.4667,2.4,268.9,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.9,1.9712,2.5417,2.4,226.98,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.675,1.9374,2.5417,2.4,306.31,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.65,1.9036,2.4167,2.6,355.78,1,1,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.675,1.5057,2.5333,2.4,40.313,1,2,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.575,1.5044,2.3667,2.4,142.92,1,2,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.875,1.7623,2.6167,2.4,150.67,1,2,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.925,1.6887,2.5583,2.4,225.32,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,1,1.7315,2.975,2.4,286.84,1,2,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.825,1.7273,2.7833,2.6,179.69,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.875,1.8599,2.5333,2.6,40.16,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.675,1.5616,2.4417,2.6,128.33,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.5,1.8526,2.3167,2.6,64.417,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.975,1.8183,2.525,2.6,7.3669,1,2,NaN,NaN,0,1,1,0
0.52539,1,2,148,1,13,0.65,1.6115,2.275,2.6,214.89,1,2,-54.167,0.1748,0,0,1,0
NaN,NaN,2,148,1,13,0.575,1.6514,2.4583,2.4,294.62,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.85,1.7973,2.4,2.6,250.77,1,1,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.525,1.724,2.2667,2.4,184.26,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,148,1,13,0.95,1.5276,2.5833,2.6,47.148,1,2,NaN,NaN,0,0,0,0
0.36426,1,2,148,1,13,1,1.9815,2.725,2.4,237.59,1,2,-62.445,0.18164,0,0,1,0
0.44238,1,2,148,1,13,0.5,1.51,2.375,2.4,18.178,1,2,-15.851,0.17871,0,0,1,0
NaN,NaN,2,148,1,13,0.675,1.9237,2.6417,2.4,198.54,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,148,1,13,0.925,1.9041,2.8917,2.6,338.25,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.6,1.6775,2.4167,2.4,198.42,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.525,1.5958,2.4917,2.6,71.073,1,2,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.85,1.7318,2.7583,2.6,162.47,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.5,1.6152,2.0833,2.4,16.59,1,1,NaN,NaN,1,0,1,0
NaN,NaN,2,148,1,13,0.925,1.639,2.4917,2.6,34.118,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.7,1.9245,2.4083,2.6,64.626,1,1,NaN,NaN,0,1,1,0
0.45996,1,2,148,1,13,0.525,1.9597,2.1667,2.6,51.999,1,2,-75.032,0.20898,0,0,1,0
NaN,NaN,2,148,1,13,0.55,1.79,2.1083,2.6,317.48,1,2,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.975,1.5048,2.7833,2.4,8.2652,0,0,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.65,1.676,2.2833,2.6,206.01,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.65,1.9392,2.3,2.4,3.7913,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.775,1.8538,2.575,2.4,302.58,1,1,NaN,NaN,0,1,0,0
0.43652,1,2,148,1,13,0.85,1.7239,2.475,2.6,273.85,1,2,-63.118,0.18555,0,0,1,0
NaN,NaN,2,148,1,13,1,1.8459,2.8083,2.6,312.75,1,2,NaN,NaN,0,1,1,0
0.39648,0,2,148,1,13,0.55,1.5028,2.0917,2.4,112.64,1,1,-15.385,0.17969,0,0,1,0
NaN,NaN,2,148,1,13,0.7,1.9542,2.35,2.4,17.755,1,1,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.55,1.7354,2.2333,2.4,93.535,1,1,NaN,NaN,1,0,1,0
NaN,NaN,2,148,1,13,0.875,1.7059,2.575,2.4,302.32,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.85,1.5052,2.55,2.4,286.61,1,2,NaN,NaN,1,0,1,0
NaN,NaN,2,148,1,13,0.55,1.8424,2.4167,2.6,37.548,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,148,1,13,0.725,1.609,2.5,2.4,168.16,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.875,1.9449,2.475,2.6,343.46,1,1,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.775,1.9012,2.5,2.6,227.35,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.75,1.9981,2.3333,2.4,236.83,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.975,1.9062,2.7583,2.4,280.02,1,2,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.625,1.8634,2.3667,2.6,328.04,1,1,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.55,1.6001,2.1667,2.4,259.81,1,1,NaN,NaN,0,0,0,0
NaN,NaN,2,148,1,13,0.95,1.5241,2.7417,2.4,316.51,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.725,1.6422,2.2417,2.6,63.63,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.6,1.8431,2.2667,2.6,263.21,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.975,1.7096,2.9083,2.4,59.819,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.825,1.6735,2.3833,2.4,160.32,1,2,NaN,NaN,1,0,0,0
0.35742,0,2,148,1,13,0.525,1.819,2.3083,2.6,217.12,1,1,-57.387,0.24902,0,0,1,0
NaN,NaN,2,148,1,13,0.625,1.7552,2.4333,2.4,298.17,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.85,1.7429,2.4,2.6,340.27,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.575,1.5794,2.2083,2.6,178.5,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.625,1.7245,2.2167,2.6,357.67,1,2,NaN,NaN,1,1,1,0
NaN,NaN,2,148,1,13,0.625,1.6154,2.3667,2.6,305.86,1,2,NaN,NaN,0,0,0,0
NaN,NaN,2,148,1,13,1,1.752,2.975,2.4,305.55,1,1,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.575,1.5369,2.2917,2.6,152.69,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.95,1.6784,2.9417,2.4,320.92,1,1,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.8,1.6263,2.3083,2.4,74.944,1,2,NaN,NaN,0,1,1,0
NaN,NaN,2,148,1,13,0.85,1.6342,2.7167,2.4,39.594,1,2,NaN,NaN,0,1,0,0
NaN,NaN,2,148,1,13,0.775,1.6851,2.3333,2.4,83.892,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,148,1,13,0.75,1.9335,2.675,2.6,269.36,1,2,NaN,NaN,0,1,1,0
NaN,NaN,1,148,1,13,0.8,1.5451,2.375,2.6,105.51,1,2,NaN,NaN,0,1,0,0
NaN,NaN,1,148,1,13,0.625,1.7965,2.4417,2.4,270.19,1,1,NaN,NaN,0,1,1,0
NaN,NaN,1,148,1,13,0.65,1.7537,2.5,2.4,149.16,1,1,NaN,NaN,0,1,1,0
NaN,NaN,1,148,1,13,1,1.8199,2.725,2.6,146.68,1,2,NaN,NaN,0,1,1,0
0.36719,0,1,148,1,13,0.5,1.7219,2.2833,2.4,154.32,1,1,-41.019,0.19141,0,0,1,0
NaN,NaN,1,148,1,13,0.9,1.9836,2.8417,2.4,27.482,1,1,NaN,NaN,0,1,1,0
NaN,NaN,1,148,1,13,0.675,1.8887,2.5667,2.4,81.266,1,2,NaN,NaN,0,1,1,0
